region,name,url,website,address,city,state,zip_code,phone,latitude,longitude,geocoding_status,id
southeast,Relish Supper Club,https://wisconsinsupperclubs.com/supper-club/relish-supper-club/,https://relishsupperclub.com,N116W15841 Main Street,Germantown,WI,53022,262-415-7043,43.2281103,-88.106184,success,41
southeast,Sandra’s on the Park,https://wisconsinsupperclubs.com/supper-club/sandras-on-the-park/,http://www.sandrasonthepark.com,10049 West Forest Home Avenue,"Hales Corners,",WI,53130,414-235-8889,42.94223969999999,-88.0388761,success,42
southeast,Schaumburg Dinner Club,https://wisconsinsupperclubs.com/supper-club/schaumburg-dinner-club/,https://www.facebook.com/pages/category/American-Restaurant/Schaumburg-Dinner-Club-115738521780173/,N11935 County Road A,"Randolph,",WI,53956,920-928-3348,43.62883919999999,-88.9627379,success,43
southeast,"Shores of Fox Lake, The",https://wisconsinsupperclubs.com/supper-club/the-shores-of-fox-lake/,http://www.theshoresoffoxlake.com/,N10604 Chief Kuno Trail,"Fox Lake,",WI,53933,920-928-2576,43.5784619,-88.9269059,success,44
southeast,Silver Lake Country Inn,https://wisconsinsupperclubs.com/supper-club/silver-lake-country-inn/,http://silverlakecountryinn.com,5602 Peters Drive,"West Bend,",WI,53095,262-338-7975,43.3925202,-88.2133817,success,45
southeast,Stagecoach Inn **,https://wisconsinsupperclubs.com/supper-club/stagecoach-inn/,https://facebook.com/dinneratstagecoach,11946 North State Road 26,"Fort Atkinson,",WI,53538,608-868-3850,42.9288944,-88.8370509,success,46
southeast,"Steakout, The †",https://wisconsinsupperclubs.com/supper-club/the-steakout-%e2%80%a0/,http://www.greendalesteakout.com,6300 Industrial Loop,"Greendale,",WI,53129,414-421-7200,42.9307708,-87.99492049999999,success,47
southeast,Timmer’s Resort,https://wisconsinsupperclubs.com/supper-club/timmers-resort/,https://timmersresort.com,5151 Timmer Bay Road,"West Bend,",WI,53095,262-338-7710,43.3765182,-88.25466689999999,success,48
southeast,Village Supper Club,https://wisconsinsupperclubs.com/supper-club/village-supper-club/,https://villagesupperclubdelavan.com,1725 South Shore Road,"Delavan,",WI,53115,262-456-3400,42.61419540000001,-88.5867624,success,49
southeast,Village Supper Club,https://wisconsinsupperclubs.com/supper-club/village-supper-club-2/,http://villagesupperclub.com/,10909 Sheridan Road,"Pleasant Prairie,",WI,53185,262-697-2847,42.5156489,-87.8228022,success,50
southeast,Voelker’s Steak House,https://wisconsinsupperclubs.com/supper-club/voelkers-steak-house/,http://places.singleplatform.com/voelkers-steak-house/menu,415 East South Street,"Beaver Dam,",WI,53916,920-885-9924,43.45090949999999,-88.8289787,success,51
southeast,"Wayside Inn, The",https://wisconsinsupperclubs.com/supper-club/wayside-inn/,https://www.facebook.com/jeffersonwi/,W4820 Hwy 18,Jefferson,WI,53549,920-674-6766,43.00715719999999,-88.7750504,success,52
southeast,Wilmot Stage Stop,https://wisconsinsupperclubs.com/supper-club/wilmot-stage-stop/,https://www.wilmotstagestop.com,30646 113th Street,"Wilmot,",WI,53192,262-862-6212,42.5129114,-88.18150399999999,success,53
southeast,"Wisco Supper Club, The",https://wisconsinsupperclubs.com/supper-club/the-wisco-supper-club/,https://www.thewiscosupperclub.com,W3295 County Road Y,Lomira,WI,53048,920-583-4351,43.57347439999999,-88.56088760000002,success,54
southwest,3 Mile House *†,https://wisconsinsupperclubs.com/supper-club/3-mile-house-%e2%80%a0/,https://3milehouse.com/,370 Wisconsin 35,"Hazel Green,",WI,53811,608-748-4455,42.5189139,-90.6056252,success,55
southwest,"615 Club, The **",https://wisconsinsupperclubs.com/supper-club/the-615-club/,http://the615club.com/,615 Broad Street,"Beloit,",WI,53511,608-364-4615,42.4989337,-89.03011690000001,success,56
southwest,Arthur’s Supper Club **,https://wisconsinsupperclubs.com/supper-club/arthurs-supper-club/,https://arthurssupperclub.com/,E4885 US Highway 14,"Spring Green,",WI,53588,608-588-2521,43.1892106,-90.0746235,success,57
southwest,Badger Crossing,https://wisconsinsupperclubs.com/supper-club/badger-crossing/,https://www.badgercrossing.com,909 Front Street,Cashton,WI,54619,608-654-5706,43.7440761,-90.7782807,success,58
southwest,Benedetti’s Club 51 *†,https://wisconsinsupperclubs.com/supper-club/benedettis-club-51-%e2%80%a0/,https://benedettisclub51.wordpress.com/menu/,3232 S Riverside Dr,"Beloit,",WI,53511,608-362-9917,42.5607888,-89.0381305,success,59
southwest,Buckhorn Supper Club *†,https://wisconsinsupperclubs.com/supper-club/buckhorn-supper-club-%e2%80%a0/,https://buckhornsupperclub.com,11802 N Charley Bluff Rd,"Milton,",WI,53563,608-868-2653,42.8422803,-88.97645879999999,success,60
southwest,"Butterfly Club, The *†",https://wisconsinsupperclubs.com/supper-club/the-butterfly-club-%e2%80%a0/,http://www.butterflyclub.us/,5246 E County Road X,"Beloit,",WI,53511,608-362-8577,42.540355,-88.93969899999999,success,61
southwest,Chop’s Kall Inn *†,https://wisconsinsupperclubs.com/supper-club/chops-kall-inn-%e2%80%a0/,https://www.chopskallinn.com,4089 Sandy Hook Rd.,"Hazel Green,",WI,53811,608-748-4393,42.5445938,-90.6227645,success,62
southwest,Cimaroli’s Supper Club *†,https://wisconsinsupperclubs.com/supper-club/cimarolis-supper-club-%e2%80%a0/,http://www.cimarolis.com/,W11793 WI-127,"Portage,",WI,53901,608-742-2238,43.6115739,-89.58740879999999,success,63
southwest,Club 60,https://wisconsinsupperclubs.com/supper-club/club-60/,http://www.club60supperclub.com,W2164 State Rd 60,"Columbus,",WI,53925,920-623-3113,43.3413437,-89.1071201,success,64
southwest,Club Oasis **,https://wisconsinsupperclubs.com/supper-club/club-oasis/,http://cluboasissparta.com/,11345 State Highway 21,"Sparta,",WI,54656,608-269-2644,43.967531,-90.7632725,success,65
southwest,"Cottonwood, The",https://wisconsinsupperclubs.com/supper-club/the-cottonwood/,http://cottonwoodsupperclub.com,4716 Green River Rd,"Fennimore,",WI,53809,608-822-631,42.999683,-90.656347,success,66
southwest,Country Heights Supper Club *†,https://wisconsinsupperclubs.com/supper-club/country-heights-supper-club-%e2%80%a0/,http://countryheightssupperclubandmotel.com/,1152 Badger Rd,"Hazel Green,",WI,53811,608-748-4687,42.5464342,-90.6094578,success,67
southwest,Crossroads Supper Club,https://wisconsinsupperclubs.com/supper-club/crossroads-supper-club/,https://www.crossroads80anda.com,9315 State Road 80,"Platteville,",WI,53818,608-348-7899,42.8439188,-90.4478314,success,68
southwest,"Del Bar, The **",https://wisconsinsupperclubs.com/supper-club/the-del-bar/,http://del-bar.com/,800 Wisconsin Dells Parkway,"Wisconsin Dells,",WI,53965,608-253-1861,43.5994024,-89.793145,success,69
southwest,Delaney’s **,https://wisconsinsupperclubs.com/supper-club/delaneys/,https://experiencedelaneys.com,449 Grand Canyon Drive,"Madison,",WI,53719,608-833-7337,43.0580291,-89.4954425,success,70
southwest,Digger’s Sting,https://wisconsinsupperclubs.com/supper-club/diggers-sting/,https://diggerssting.com,122 3rd Street N,"La Crosse,",WI,54601,608-782-3796,43.8134008,-91.2518099,success,71
southwest,Dorf Haus Supper Club *†,https://wisconsinsupperclubs.com/supper-club/dorf-haus-supper-club-%e2%80%a0/,http://www.foodspot.com/Clients/WI/SaukCity/DorfHausSupperClub/default.aspx?accid=19510,8931 County Hwy Y,"Sauk City,",WI,53583,608-643-3980,43.2492019,-89.67669889999999,success,72
southwest,Driftless Social,https://wisconsinsupperclubs.com/supper-club/driftless-social/,https://www.driftlesssocial.com,128 East Main Street,Mt. Horeb,WI,53572,608-437-8464,43.0089061,-89.7389127,success,73
southwest,Drugan’s Castle Mound,https://wisconsinsupperclubs.com/supper-club/drugans-castle-mound/,https://drugans.com,W7665 Sylvester Road,"Holmen,",WI,54636,608-526-4144,44.0306127,-91.280678,success,74
southwest,Fish Tales,https://wisconsinsupperclubs.com/supper-club/fish-tales/,https://www.fishtalesrestaurant.com,W12690 Hwy 188,"Lodi,",WI,53555,608-592-4266,43.3508212,-89.62997589999999,success,75
southwest,Fitz’s on the Lake,https://wisconsinsupperclubs.com/supper-club/fitzs-on-the-lake/,https://fitzsonthelake.com,W11602 County Road V,"Lodi,",WI,53555,608-592-3302,43.3591027,-89.577745,success,76
southwest,Fredrick’s Supper Club †,https://wisconsinsupperclubs.com/supper-club/fredricks-supper-club-%e2%80%a0/,https://www.facebook.com/FredricksSupperClub/,118 Merchant Row,"Milton,",WI,53563,608-868-2966,42.7818601,-88.96283609999999,success,77
southwest,Freighthouse Restaurant,https://wisconsinsupperclubs.com/supper-club/freighthouse-restaurant/,https://www.freighthouserestaurant.com,107 Vine Street,"La Crosse,",WI,54601,608-784-6211,43.8158498,-91.25313059999999,success,78
southwest,Green Acres Supper Club **,https://wisconsinsupperclubs.com/supper-club/green-acres-supper-club/,http://greenacresrestaurant.com/,7438 State Road 78,"Sauk City,",WI,53583,608-643-2305,43.2708225,-89.722067,success,79
southwest,Green Lantern Restaurant,https://wisconsinsupperclubs.com/supper-club/green-lantern-restaurant/,https://thegreenlanternrestaurant.com,4412 Siggelkow Road,"McFarland,",WI,53558,608-838-4730,43.0257421,-89.3062782,success,80
southwest,Hi Point Steakhouse †,https://wisconsinsupperclubs.com/supper-club/hi-point-steakhouse-%e2%80%a0/,https://www.hipointsteakhouse.com/,6900 County Road HHH,"Ridgeway,",WI,53582,608-924-2819,43.0054808,-89.9742899,success,81
southwest,Hideaway Acres,https://wisconsinsupperclubs.com/supper-club/hideaway-acres/,https://www.facebook.com/pages/Hideaway-Acres-Supper-Club/117294844956227,4825 Bennett Road,"Benton,",WI,53803,608-759-4410,42.564509,-90.351773,success,82
southwest,"Hilltop, The †",https://wisconsinsupperclubs.com/supper-club/the-hilltop-%e2%80%a0/,http://thehilltopcp.com,4173 Hwy P,"Cross Plains,",WI,53528,608-798-2893,43.1182722,-89.6520973,success,83
southwest,House of Embers,https://wisconsinsupperclubs.com/supper-club/house-of-embers/,https://www.houseofembers.com,935 Wisconsin Dells Parkway,"Wisconsin Dells,",WI,53965,608-253-6411,43.6008271,-89.79429979999999,success,84
southwest,Ishnala *†,https://wisconsinsupperclubs.com/supper-club/ishnala-%e2%80%a0/,http://www.ishnala.com,S2011 Ishnala Road,"Lake Delton,",WI,53940,608-253-1771,43.5754569,-89.80945460000001,success,85
southwest,Jones’ Black Angus *†,https://wisconsinsupperclubs.com/supper-club/jones-black-angus-%e2%80%a0/,http://jonesblackangus.com,37640 Hwy 18,"Prairie du Chien,",WI,53821,608-326-2222,43.023562,-91.11976790000001,success,86
southwest,Kickapoo Creekside,https://wisconsinsupperclubs.com/supper-club/kickapoo-creekside/,https://kickapoocreekside.com,817 West Kickapoo Street,"Readstown,",WI,54652,608-629-5565,43.4446369,-90.76839679999999,success,87
southwest,Lake House Inn,https://wisconsinsupperclubs.com/supper-club/lake-house-inn/,https://www.lakehouseinnedgerton.com/,1612 East Hotel Drive,"Edgerton,",WI,53534,608-235-2771,42.8422533,-89.00459590000001,success,88
southwest,Louisburg Junction Supper Club,https://wisconsinsupperclubs.com/supper-club/louisburg-junction-supper-club/,https://www.louisburgjunction.com,2061 Louisburg Road,"Cuba City,",WI,53807,608-774-3663,42.5782744,-90.556525,success,89
southwest,Maple Tree Supper Club,https://wisconsinsupperclubs.com/supper-club/maple-tree-supper-club/,https://mapletreesupperclub.com/,6010 US Hwy 51,"McFarland,",WI,53558,608-838-5888,43.0125071,-89.3038772,success,90
southwest,Mariner’s,https://wisconsinsupperclubs.com/supper-club/mariners/,https://marinersmadison.com,5339 Lighthouse Bay Drive,"Madison,",WI,53704,608-246-3120,43.1489218,-89.4070057,success,91
southwest,Old Towne Inn **,https://wisconsinsupperclubs.com/supper-club/old-towne-inn/,https://www.oldtowneinnwestby.com/,100 East Old Town Road,"Westby,",WI,54667,608-634-3991,43.6395483,-90.86571359999999,success,92
southwest,Owl’s Nest,https://wisconsinsupperclubs.com/supper-club/owls-nest/,https://owlsnestwi.com,617 East North Street,"Poynette,",WI,53955,608-635-2299,43.3957313,-89.39452949999999,success,93
southwest,Red’s Supper Club,https://wisconsinsupperclubs.com/supper-club/reds-supper-club/,https://www.facebook.com/Reds-Supper-Club-148288721881937,27569 Hwy 81,"Cuba City,",WI,53807,608-762-5406,42.6673912,-90.3581769,success,94
southwest,Rex’s Innkeeper,https://wisconsinsupperclubs.com/supper-club/rexs-innkeeper/,https://rexsinnkeeper.com,301 North Century Avenue,"Waunakee,",WI,53597,608-849-5011,43.1943726,-89.46243319999999,success,95
southwest,"Ridge, The",https://wisconsinsupperclubs.com/supper-club/the-ridge/,https://www.facebook.com/theridgerestaurant3/,W2782 Hwy 33,"La Crosse,",WI,54601,608-788-3969,43.7855386,-91.0446012,success,96
southwest,Rocky’s Supper Club *†,https://wisconsinsupperclubs.com/supper-club/rockys-supper-club-%e2%80%a0/,https://www.facebook.com/RockysSupperClub/,101 South Main Street,"Stoddard,",WI,54658,608-457-2111,43.6619009,-91.2187038,success,97
southwest,Suzy’s Steak & Seafood,https://wisconsinsupperclubs.com/supper-club/suzys-steak-seafood/,https://suzysportage.com,2701 County Road CX,"Portage,",WI,53901,608-742-8400,43.5701043,-89.47689609999999,success,98
southwest,Toby’s Supper Club,https://wisconsinsupperclubs.com/supper-club/tobys-supper-club/,http://www.tobyssupperclub.com/Home.html,3717 South Dutch Mill Road,"Madison,",WI,53718,608-222-6913,43.0440111,-89.3027872,success,99
southwest,Tornado Club Steak House *†,https://wisconsinsupperclubs.com/supper-club/tornado-club-steak-house-%e2%80%a0/,http://www.tornadosteakhouse.com/,116 South Hamilton Street,"Madison,",WI,53703,608-256-3570,43.072486,-89.3845981,success,100
southwest,Turn Key Supper Club,https://wisconsinsupperclubs.com/supper-club/turn-key-supper-club/,https://www.turnkeymadison.com,1344 East Washington Avenue,Madison,WI,53703,608-416-1109,43.0886583,-89.3647606,success,101
southwest,"Village Bar Supper Club, The **",https://wisconsinsupperclubs.com/supper-club/the-village-bar-supper-club/,http://villagebar.webstarts.com/,3410 County Road HHH,"Kieler,",WI,53812,608-568-3004,42.5877737,-90.5936485,success,102
southwest,Village Inn,https://wisconsinsupperclubs.com/supper-club/village-inn/,https://www.facebook.com/p/Village-Inn-Pub-Eatery-100057630871993/,1601 Bangor Street,Bangor,WI,54614,608-486-2741,43.8913147,-90.9893136,success,103
southwest,Westview Inn,https://wisconsinsupperclubs.com/supper-club/westview-inn/,https://www.facebook.com/pages/category/American-Restaurant/Westview-Inn-145895945450229/,174 Leonard Street S,"West Salem,",WI,54669,608-786-1336,43.8953054,-91.08170249999999,success,104
southwest,Woodbine Inn,https://wisconsinsupperclubs.com/supper-club/woodbine-inn/,https://www.facebook.com/pages/category/American-Restaurant/Woodbine-Inn-247749015265585/,N11091 19th Avenue,"Necedah,",WI,54646,608-565-2122,44.0456826,-90.0218993,success,105
southwest,Zeman’s Old Highway House,https://wisconsinsupperclubs.com/supper-club/zemans-old-highway-house/,https://zemans-hh.com,620 West Pine Street,"Baraboo,",WI,53913,608-448-6950,43.47604399999999,-89.7683931,success,106
northeast,Alexander’s,https://wisconsinsupperclubs.com/supper-club/alexanders/,https://alexandersofdoorcounty.com,3667 WI-42,"Fish Creek,",WI,54212,920-868-3532,45.1338033,-87.2106972,success,107
northeast,Altona Supper Club,https://wisconsinsupperclubs.com/supper-club/altona-supper-club/,http://www.altonasupperclub.com,2306 Calumet Drive,"New Holstein,",WI,53061,920-898-5255,43.9569936,-88.107692,success,108
northeast,Anderson’s Supper Club,https://wisconsinsupperclubs.com/supper-club/andersons-supper-club/,https://www.facebook.com/AndersonsSupperClub/,15695 State Hwy 32,"Lakewood,",WI,53138,715-850-2717,45.3012082,-88.54243040000001,success,109
northeast,"Ballering, The",https://wisconsinsupperclubs.com/supper-club/the-ballering/,https://www.facebook.com/TheBallering/,Milwaukee Street,"Kewaunee,",WI,54216,920-388-6011,44.4521838,-87.5030607,success,110
northeast,Bavarian Inn,https://wisconsinsupperclubs.com/supper-club/bavarian-inn/,https://www.menupix.com/wisconsin/restaurants/4900722/Bavarian-Inn-Supper-Club-Lena-WI,104 East Main Street,"Lena,",WI,53139,920-829-5168,44.9512444,-88.0466624,success,111
northeast,Billy’s on Main,https://wisconsinsupperclubs.com/supper-club/billys-on-main/,https://www.facebook.com/billysonmain,741 Main Street,"Luxemburg,",WI,54217,920-845-2505,44.5386226,-87.7039312,success,112
northeast,Black Otter Supper Club,https://wisconsinsupperclubs.com/supper-club/black-otter-supper-club/,https://www.theblackottersupperclub.com,503 South Nash Street,"Hortonville,",WI,54944,920-779-6975,44.3304274,-88.6398257,success,113
northeast,Blanck’s Supper Club †,https://wisconsinsupperclubs.com/supper-club/blancks-supper-club-%e2%80%a0/,http://www.blanckssupperclub.com,W2655 County Road Q,"Malone,",WI,54049,920-795-4484,43.8776932,-88.2900222,success,114
northeast,Boarding House **,https://wisconsinsupperclubs.com/supper-club/boarding-house/,http://theboardinghousesupperclub.com/,632 Main Street,"Suring,",WI,54174,920-842-2490,44.9992121,-88.3716913,success,115
northeast,Bob & Laura’s Supper Club,https://wisconsinsupperclubs.com/supper-club/bob-lauras-supper-club/,https://www.facebook.com/bobandlauras/,N4175 Alpine Lane,"Pound,",WI,54161,920-897-4004,45.1116822,-88.02346779999999,success,116
northeast,Brown’s Corner,https://wisconsinsupperclubs.com/supper-club/browns-corner/,https://www.brownscorner.net,800 French Street,"Peshtigo,",WI,54157,715-801-0045,45.0544424,-87.7636294,success,117
northeast,Butte Des Morts Supper Club,https://wisconsinsupperclubs.com/supper-club/butte-des-morts-supper-club/,http://www.buttedesmortssupperclub.com,5756 Main Street,"Butte Des Morts,",WI,54927,920-582-0665,44.0997896,-88.6533718,success,118
northeast,Cattails Supper Club,https://wisconsinsupperclubs.com/supper-club/cattails-supper-club/,https://www.facebook.com/people/Cattails-Supper-Club/61553397403460/,6661 Brecklins Loop Road,Larsen,WI,54947,920-836-0279,44.2044844,-88.7324304,success,119
northeast,Cedar Lodge,https://wisconsinsupperclubs.com/supper-club/cedar-lodge/,http://www.thecedarlodge.com/,N10872 Hwy 151,"Calumetville,",WI,53049,920-795-4574,43.9361013,-88.303438,success,120
